 Taegu Pyungkwang River Catchment:  Calibration Data                             
 Starting Subcatchment     1
 Subcatchment : Extracted study basin: Taegu Pyungkwang River                                   
 TL =     5.45
SUMAC =     1.00
 SZQ   0.63446E+00
 SUBCATCHMENT ROUTING DATA
 Maximum Routing Delay   0.41667E+00
 Sum of histogram ordinates      1.0000
  0.10000E+01
 Initial Balance BAL -0.31784E+00
 Initial SBAR         0.31584E+00
 Initial SR0          0.20000E-02
   it       p        ep       q(it)       quz      q       sbar       qof
  768 0.000E+00 0.323E-03 0.171E-03 0.269E-06 0.171E-03 0.263E+00 0.000E+00
  769 0.000E+00 0.358E-03 0.170E-03 0.250E-06 0.170E-03 0.263E+00 0.000E+00
  770 0.000E+00 0.373E-03 0.169E-03 0.232E-06 0.169E-03 0.264E+00 0.000E+00
  771 0.000E+00 0.358E-03 0.168E-03 0.216E-06 0.168E-03 0.264E+00 0.000E+00
  772 0.000E+00 0.323E-03 0.167E-03 0.201E-06 0.167E-03 0.264E+00 0.000E+00
  773 0.000E+00 0.264E-03 0.166E-03 0.187E-06 0.166E-03 0.264E+00 0.000E+00
  774 0.000E+00 0.187E-03 0.165E-03 0.173E-06 0.165E-03 0.264E+00 0.000E+00
  775 0.000E+00 0.904E-04 0.164E-03 0.161E-06 0.164E-03 0.264E+00 0.000E+00
  776 0.000E+00 0.000E+00 0.164E-03 0.150E-06 0.164E-03 0.265E+00 0.000E+00
  777 0.000E+00 0.000E+00 0.163E-03 0.139E-06 0.163E-03 0.265E+00 0.000E+00
  778 0.000E+00 0.000E+00 0.162E-03 0.130E-06 0.162E-03 0.265E+00 0.000E+00
  779 0.000E+00 0.000E+00 0.161E-03 0.121E-06 0.161E-03 0.265E+00 0.000E+00
  780 0.000E+00 0.000E+00 0.160E-03 0.112E-06 0.160E-03 0.265E+00 0.000E+00
  781 0.000E+00 0.000E+00 0.159E-03 0.104E-06 0.159E-03 0.265E+00 0.000E+00
  782 0.000E+00 0.000E+00 0.159E-03 0.971E-07 0.159E-03 0.266E+00 0.000E+00
  783 0.000E+00 0.000E+00 0.158E-03 0.901E-07 0.158E-03 0.266E+00 0.000E+00
  784 0.000E+00 0.000E+00 0.157E-03 0.839E-07 0.157E-03 0.266E+00 0.000E+00
  785 0.000E+00 0.000E+00 0.156E-03 0.781E-07 0.156E-03 0.266E+00 0.000E+00
  786 0.000E+00 0.000E+00 0.156E-03 0.727E-07 0.156E-03 0.266E+00 0.000E+00
  787 0.000E+00 0.000E+00 0.155E-03 0.677E-07 0.155E-03 0.266E+00 0.000E+00
  788 0.000E+00 0.000E+00 0.154E-03 0.630E-07 0.154E-03 0.266E+00 0.000E+00
  789 0.000E+00 0.126E-03 0.153E-03 0.580E-07 0.153E-03 0.267E+00 0.000E+00
  790 0.000E+00 0.243E-03 0.153E-03 0.540E-07 0.153E-03 0.267E+00 0.000E+00
  791 0.000E+00 0.344E-03 0.152E-03 0.503E-07 0.152E-03 0.267E+00 0.000E+00
  792 0.000E+00 0.421E-03 0.151E-03 0.469E-07 0.151E-03 0.267E+00 0.000E+00
  793 0.000E+00 0.466E-03 0.150E-03 0.437E-07 0.150E-03 0.267E+00 0.000E+00
  794 0.000E+00 0.486E-03 0.150E-03 0.398E-07 0.150E-03 0.267E+00 0.000E+00
  795 0.000E+00 0.466E-03 0.149E-03 0.371E-07 0.149E-03 0.268E+00 0.000E+00
  796 0.000E+00 0.421E-03 0.148E-03 0.346E-07 0.148E-03 0.268E+00 0.000E+00
  797 0.000E+00 0.344E-03 0.148E-03 0.323E-07 0.148E-03 0.268E+00 0.000E+00
  798 0.000E+00 0.243E-03 0.147E-03 0.301E-07 0.147E-03 0.268E+00 0.000E+00
  799 0.000E+00 0.118E-03 0.146E-03 0.281E-07 0.146E-03 0.268E+00 0.000E+00
  800 0.000E+00 0.000E+00 0.146E-03 0.249E-07 0.146E-03 0.268E+00 0.000E+00
  801 0.000E+00 0.000E+00 0.145E-03 0.233E-07 0.145E-03 0.268E+00 0.000E+00
  802 0.000E+00 0.000E+00 0.144E-03 0.217E-07 0.144E-03 0.269E+00 0.000E+00
  803 0.000E+00 0.000E+00 0.144E-03 0.203E-07 0.144E-03 0.269E+00 0.000E+00
  804 0.000E+00 0.000E+00 0.143E-03 0.189E-07 0.143E-03 0.269E+00 0.000E+00
  805 0.000E+00 0.000E+00 0.142E-03 0.177E-07 0.142E-03 0.269E+00 0.000E+00
  806 0.000E+00 0.000E+00 0.142E-03 0.155E-07 0.142E-03 0.269E+00 0.000E+00
  807 0.000E+00 0.000E+00 0.141E-03 0.145E-07 0.141E-03 0.269E+00 0.000E+00
  808 0.000E+00 0.000E+00 0.141E-03 0.136E-07 0.141E-03 0.269E+00 0.000E+00
  809 0.000E+00 0.000E+00 0.140E-03 0.127E-07 0.140E-03 0.270E+00 0.000E+00
  810 0.000E+00 0.000E+00 0.139E-03 0.118E-07 0.139E-03 0.270E+00 0.000E+00
  811 0.000E+00 0.000E+00 0.139E-03 0.111E-07 0.139E-03 0.270E+00 0.000E+00
  812 0.000E+00 0.000E+00 0.138E-03 0.100E-07 0.138E-03 0.270E+00 0.000E+00
  813 0.000E+00 0.304E-04 0.138E-03 0.935E-08 0.138E-03 0.270E+00 0.000E+00
  814 0.000E+00 0.587E-04 0.137E-03 0.875E-08 0.137E-03 0.270E+00 0.000E+00
  815 0.000E+00 0.831E-04 0.136E-03 0.818E-08 0.136E-03 0.270E+00 0.000E+00
  816 0.000E+00 0.102E-03 0.136E-03 0.766E-08 0.136E-03 0.271E+00 0.000E+00
  817 0.000E+00 0.113E-03 0.135E-03 0.716E-08 0.135E-03 0.271E+00 0.000E+00
  818 0.000E+00 0.118E-03 0.135E-03 0.618E-08 0.135E-03 0.271E+00 0.000E+00
  819 0.000E+00 0.113E-03 0.134E-03 0.579E-08 0.134E-03 0.271E+00 0.000E+00
  820 0.000E+00 0.102E-03 0.133E-03 0.542E-08 0.133E-03 0.271E+00 0.000E+00
  821 0.000E+00 0.831E-04 0.133E-03 0.508E-08 0.133E-03 0.271E+00 0.000E+00
  822 0.000E+00 0.587E-04 0.132E-03 0.475E-08 0.132E-03 0.271E+00 0.000E+00
  823 0.000E+00 0.284E-04 0.132E-03 0.445E-08 0.132E-03 0.271E+00 0.000E+00
  824 0.000E+00 0.000E+00 0.131E-03 0.351E-08 0.131E-03 0.272E+00 0.000E+00
  825 0.000E+00 0.000E+00 0.131E-03 0.329E-08 0.131E-03 0.272E+00 0.000E+00
  826 0.000E+00 0.000E+00 0.130E-03 0.308E-08 0.130E-03 0.272E+00 0.000E+00
  827 0.000E+00 0.000E+00 0.130E-03 0.289E-08 0.130E-03 0.272E+00 0.000E+00
  828 0.000E+00 0.000E+00 0.129E-03 0.271E-08 0.129E-03 0.272E+00 0.000E+00
  829 0.000E+00 0.000E+00 0.129E-03 0.254E-08 0.129E-03 0.272E+00 0.000E+00
  830 0.000E+00 0.000E+00 0.128E-03 0.165E-08 0.128E-03 0.272E+00 0.000E+00
  831 0.000E+00 0.000E+00 0.128E-03 0.155E-08 0.128E-03 0.272E+00 0.000E+00
  832 0.000E+00 0.000E+00 0.127E-03 0.146E-08 0.127E-03 0.273E+00 0.000E+00
  833 0.000E+00 0.000E+00 0.127E-03 0.137E-08 0.127E-03 0.273E+00 0.000E+00
  834 0.000E+00 0.000E+00 0.126E-03 0.129E-08 0.126E-03 0.273E+00 0.000E+00
  835 0.000E+00 0.000E+00 0.126E-03 0.121E-08 0.126E-03 0.273E+00 0.000E+00
  836 0.000E+00 0.000E+00 0.125E-03 0.682E-09 0.125E-03 0.273E+00 0.000E+00
  837 0.000E+00 0.661E-04 0.125E-03 0.644E-09 0.125E-03 0.273E+00 0.000E+00
  838 0.000E+00 0.127E-03 0.124E-03 0.607E-09 0.124E-03 0.273E+00 0.000E+00
  839 0.000E+00 0.180E-03 0.124E-03 0.573E-09 0.124E-03 0.273E+00 0.000E+00
  840 0.000E+00 0.221E-03 0.123E-03 0.540E-09 0.123E-03 0.274E+00 0.000E+00
  841 0.000E+00 0.244E-03 0.123E-03 0.510E-09 0.123E-03 0.274E+00 0.000E+00
  842 0.000E+00 0.255E-03 0.122E-03 0.358E-09 0.122E-03 0.274E+00 0.000E+00
  843 0.000E+00 0.244E-03 0.122E-03 0.338E-09 0.122E-03 0.274E+00 0.000E+00
  844 0.000E+00 0.221E-03 0.121E-03 0.320E-09 0.121E-03 0.274E+00 0.000E+00
  845 0.000E+00 0.180E-03 0.121E-03 0.302E-09 0.121E-03 0.274E+00 0.000E+00
  846 0.000E+00 0.127E-03 0.120E-03 0.286E-09 0.120E-03 0.274E+00 0.000E+00
  847 0.000E+00 0.617E-04 0.120E-03 0.270E-09 0.120E-03 0.274E+00 0.000E+00
  848 0.000E+00 0.000E+00 0.120E-03 0.192E-09 0.120E-03 0.275E+00 0.000E+00
  849 0.000E+00 0.000E+00 0.119E-03 0.182E-09 0.119E-03 0.275E+00 0.000E+00
  850 0.000E+00 0.000E+00 0.119E-03 0.172E-09 0.119E-03 0.275E+00 0.000E+00
  851 0.000E+00 0.000E+00 0.118E-03 0.163E-09 0.118E-03 0.275E+00 0.000E+00
  852 0.000E+00 0.000E+00 0.118E-03 0.155E-09 0.118E-03 0.275E+00 0.000E+00
  853 0.000E+00 0.000E+00 0.117E-03 0.147E-09 0.117E-03 0.275E+00 0.000E+00
  854 0.000E+00 0.000E+00 0.117E-03 0.103E-09 0.117E-03 0.275E+00 0.000E+00
  855 0.000E+00 0.000E+00 0.116E-03 0.983E-10 0.116E-03 0.275E+00 0.000E+00
  856 0.000E+00 0.000E+00 0.116E-03 0.934E-10 0.116E-03 0.276E+00 0.000E+00
  857 0.000E+00 0.000E+00 0.116E-03 0.887E-10 0.116E-03 0.276E+00 0.000E+00
  858 0.000E+00 0.000E+00 0.115E-03 0.843E-10 0.115E-03 0.276E+00 0.000E+00
  859 0.000E+00 0.000E+00 0.115E-03 0.801E-10 0.115E-03 0.276E+00 0.000E+00
  860 0.000E+00 0.000E+00 0.114E-03 0.628E-10 0.114E-03 0.276E+00 0.000E+00
  861 0.000E+00 0.976E-04 0.114E-03 0.598E-10 0.114E-03 0.276E+00 0.000E+00
  862 0.000E+00 0.188E-03 0.114E-03 0.569E-10 0.114E-03 0.276E+00 0.000E+00
  863 0.000E+00 0.266E-03 0.113E-03 0.541E-10 0.113E-03 0.276E+00 0.000E+00
  864 0.000E+00 0.326E-03 0.113E-03 0.515E-10 0.113E-03 0.276E+00 0.000E+00
  865 0.000E+00 0.361E-03 0.112E-03 0.490E-10 0.112E-03 0.277E+00 0.000E+00
  866 0.000E+00 0.377E-03 0.112E-03 0.412E-10 0.112E-03 0.277E+00 0.000E+00
  867 0.000E+00 0.361E-03 0.112E-03 0.393E-10 0.112E-03 0.277E+00 0.000E+00
  868 0.000E+00 0.326E-03 0.111E-03 0.374E-10 0.111E-03 0.277E+00 0.000E+00
  869 0.000E+00 0.266E-03 0.111E-03 0.356E-10 0.111E-03 0.277E+00 0.000E+00
  870 0.000E+00 0.188E-03 0.110E-03 0.340E-10 0.110E-03 0.277E+00 0.000E+00
  871 0.000E+00 0.912E-04 0.110E-03 0.324E-10 0.110E-03 0.277E+00 0.000E+00
  872 0.000E+00 0.000E+00 0.110E-03 0.289E-10 0.110E-03 0.277E+00 0.000E+00
  873 0.000E+00 0.000E+00 0.109E-03 0.276E-10 0.109E-03 0.277E+00 0.000E+00
  874 0.000E+00 0.000E+00 0.109E-03 0.263E-10 0.109E-03 0.278E+00 0.000E+00
  875 0.000E+00 0.000E+00 0.109E-03 0.250E-10 0.109E-03 0.278E+00 0.000E+00
  876 0.000E+00 0.000E+00 0.108E-03 0.239E-10 0.108E-03 0.278E+00 0.000E+00
  877 0.000E+00 0.000E+00 0.108E-03 0.227E-10 0.108E-03 0.278E+00 0.000E+00
  878 0.000E+00 0.000E+00 0.107E-03 0.214E-10 0.107E-03 0.278E+00 0.000E+00
  879 0.000E+00 0.000E+00 0.107E-03 0.204E-10 0.107E-03 0.278E+00 0.000E+00
  880 0.000E+00 0.000E+00 0.107E-03 0.194E-10 0.107E-03 0.278E+00 0.000E+00
  881 0.000E+00 0.000E+00 0.106E-03 0.185E-10 0.106E-03 0.278E+00 0.000E+00
  882 0.000E+00 0.000E+00 0.106E-03 0.176E-10 0.106E-03 0.278E+00 0.000E+00
  883 0.000E+00 0.000E+00 0.106E-03 0.168E-10 0.106E-03 0.279E+00 0.000E+00
  884 0.000E+00 0.000E+00 0.105E-03 0.160E-10 0.105E-03 0.279E+00 0.000E+00
  885 0.000E+00 0.643E-04 0.105E-03 0.152E-10 0.105E-03 0.279E+00 0.000E+00
  886 0.000E+00 0.124E-03 0.105E-03 0.145E-10 0.105E-03 0.279E+00 0.000E+00
  887 0.000E+00 0.176E-03 0.104E-03 0.138E-10 0.104E-03 0.279E+00 0.000E+00
  888 0.000E+00 0.215E-03 0.104E-03 0.132E-10 0.104E-03 0.279E+00 0.000E+00
  889 0.000E+00 0.238E-03 0.104E-03 0.126E-10 0.104E-03 0.279E+00 0.000E+00
  890 0.000E+00 0.248E-03 0.103E-03 0.120E-10 0.103E-03 0.279E+00 0.000E+00
  891 0.000E+00 0.238E-03 0.103E-03 0.113E-10 0.103E-03 0.279E+00 0.000E+00
  892 0.000E+00 0.215E-03 0.103E-03 0.108E-10 0.103E-03 0.279E+00 0.000E+00
  893 0.000E+00 0.176E-03 0.102E-03 0.103E-10 0.102E-03 0.280E+00 0.000E+00
  894 0.000E+00 0.124E-03 0.102E-03 0.980E-11 0.102E-03 0.280E+00 0.000E+00
  895 0.000E+00 0.601E-04 0.102E-03 0.935E-11 0.102E-03 0.280E+00 0.000E+00
  896 0.000E+00 0.000E+00 0.101E-03 0.891E-11 0.101E-03 0.280E+00 0.000E+00
  897 0.000E+00 0.000E+00 0.101E-03 0.826E-11 0.101E-03 0.280E+00 0.000E+00
  898 0.000E+00 0.000E+00 0.101E-03 0.788E-11 0.101E-03 0.280E+00 0.000E+00
  899 0.000E+00 0.000E+00 0.100E-03 0.751E-11 0.100E-03 0.280E+00 0.000E+00
  900 0.000E+00 0.000E+00 0.100E-03 0.716E-11 0.100E-03 0.280E+00 0.000E+00
  901 0.000E+00 0.000E+00 0.997E-04 0.683E-11 0.997E-04 0.280E+00 0.000E+00
  902 0.000E+00 0.000E+00 0.994E-04 0.652E-11 0.994E-04 0.280E+00 0.000E+00
  903 0.000E+00 0.000E+00 0.991E-04 0.343E-11 0.991E-04 0.281E+00 0.000E+00
  904 0.000E+00 0.000E+00 0.988E-04 0.327E-11 0.988E-04 0.281E+00 0.000E+00
  905 0.000E+00 0.000E+00 0.985E-04 0.312E-11 0.985E-04 0.281E+00 0.000E+00
  906 0.000E+00 0.000E+00 0.982E-04 0.298E-11 0.982E-04 0.281E+00 0.000E+00
  907 0.000E+00 0.000E+00 0.979E-04 0.284E-11 0.979E-04 0.281E+00 0.000E+00
  908 0.000E+00 0.000E+00 0.976E-04 0.271E-11 0.976E-04 0.281E+00 0.000E+00
  909 0.000E+00 0.802E-04 0.973E-04 0.259E-11 0.973E-04 0.281E+00 0.000E+00
  910 0.000E+00 0.155E-03 0.970E-04 0.000E+00 0.970E-04 0.281E+00 0.000E+00
  911 0.000E+00 0.219E-03 0.967E-04 0.000E+00 0.967E-04 0.281E+00 0.000E+00
  912 0.000E+00 0.268E-03 0.964E-04 0.000E+00 0.964E-04 0.281E+00 0.000E+00
  913 0.000E+00 0.297E-03 0.961E-04 0.000E+00 0.961E-04 0.282E+00 0.000E+00
  914 0.000E+00 0.310E-03 0.958E-04 0.000E+00 0.958E-04 0.282E+00 0.000E+00
  915 0.000E+00 0.297E-03 0.956E-04 0.000E+00 0.956E-04 0.282E+00 0.000E+00
  916 0.000E+00 0.268E-03 0.953E-04 0.000E+00 0.953E-04 0.282E+00 0.000E+00
  917 0.000E+00 0.219E-03 0.950E-04 0.000E+00 0.950E-04 0.282E+00 0.000E+00
  918 0.000E+00 0.155E-03 0.947E-04 0.000E+00 0.947E-04 0.282E+00 0.000E+00
  919 0.000E+00 0.750E-04 0.944E-04 0.000E+00 0.944E-04 0.282E+00 0.000E+00
  920 0.000E+00 0.000E+00 0.941E-04 0.000E+00 0.941E-04 0.282E+00 0.000E+00
  921 0.000E+00 0.000E+00 0.939E-04 0.000E+00 0.939E-04 0.282E+00 0.000E+00
  922 0.000E+00 0.000E+00 0.936E-04 0.000E+00 0.936E-04 0.282E+00 0.000E+00
  923 0.000E+00 0.000E+00 0.933E-04 0.000E+00 0.933E-04 0.282E+00 0.000E+00
  924 0.000E+00 0.000E+00 0.930E-04 0.000E+00 0.930E-04 0.283E+00 0.000E+00
  925 0.000E+00 0.000E+00 0.928E-04 0.000E+00 0.928E-04 0.283E+00 0.000E+00
  926 0.000E+00 0.000E+00 0.925E-04 0.000E+00 0.925E-04 0.283E+00 0.000E+00
  927 0.000E+00 0.000E+00 0.922E-04 0.000E+00 0.922E-04 0.283E+00 0.000E+00
  928 0.000E+00 0.000E+00 0.920E-04 0.000E+00 0.920E-04 0.283E+00 0.000E+00
  929 0.000E+00 0.000E+00 0.917E-04 0.000E+00 0.917E-04 0.283E+00 0.000E+00
  930 0.000E+00 0.000E+00 0.915E-04 0.000E+00 0.915E-04 0.283E+00 0.000E+00
  931 0.000E+00 0.000E+00 0.912E-04 0.000E+00 0.912E-04 0.283E+00 0.000E+00
  932 0.000E+00 0.000E+00 0.909E-04 0.000E+00 0.909E-04 0.283E+00 0.000E+00
  933 0.000E+00 0.960E-04 0.907E-04 0.000E+00 0.907E-04 0.283E+00 0.000E+00
  934 0.000E+00 0.185E-03 0.904E-04 0.000E+00 0.904E-04 0.283E+00 0.000E+00
  935 0.000E+00 0.262E-03 0.902E-04 0.000E+00 0.902E-04 0.284E+00 0.000E+00
  936 0.000E+00 0.321E-03 0.899E-04 0.000E+00 0.899E-04 0.284E+00 0.000E+00
  937 0.000E+00 0.355E-03 0.897E-04 0.000E+00 0.897E-04 0.284E+00 0.000E+00
  938 0.000E+00 0.371E-03 0.894E-04 0.000E+00 0.894E-04 0.284E+00 0.000E+00
  939 0.000E+00 0.355E-03 0.892E-04 0.000E+00 0.892E-04 0.284E+00 0.000E+00
  940 0.000E+00 0.321E-03 0.889E-04 0.000E+00 0.889E-04 0.284E+00 0.000E+00
  941 0.000E+00 0.262E-03 0.887E-04 0.000E+00 0.887E-04 0.284E+00 0.000E+00
  942 0.000E+00 0.185E-03 0.884E-04 0.000E+00 0.884E-04 0.284E+00 0.000E+00
  943 0.000E+00 0.897E-04 0.882E-04 0.000E+00 0.882E-04 0.284E+00 0.000E+00
  944 0.000E+00 0.000E+00 0.879E-04 0.000E+00 0.879E-04 0.284E+00 0.000E+00
  945 0.000E+00 0.000E+00 0.877E-04 0.000E+00 0.877E-04 0.284E+00 0.000E+00
  946 0.000E+00 0.000E+00 0.874E-04 0.000E+00 0.874E-04 0.285E+00 0.000E+00
  947 0.000E+00 0.000E+00 0.872E-04 0.000E+00 0.872E-04 0.285E+00 0.000E+00
  948 0.000E+00 0.000E+00 0.870E-04 0.000E+00 0.870E-04 0.285E+00 0.000E+00
  949 0.000E+00 0.000E+00 0.867E-04 0.000E+00 0.867E-04 0.285E+00 0.000E+00
  950 0.000E+00 0.000E+00 0.865E-04 0.000E+00 0.865E-04 0.285E+00 0.000E+00
 Water Balance for Subcatchment : Extracted study basin: Taegu Pyungkwang River                                   
    SUMP      SUMAE       SUMQ      SUMRZ     SUMUZ      SBAR        BAL
 0.1890E+00 0.4656E-01 0.1292E+00 0.1972E-01 0.0000E+00 0.2849E+00 0.5551E-06
 Maximum contributing area  0.00000E+00


 Objective function values
 F1  0.10720E-05   E      0.81572   F2  0.23646E-01

 Mean Obs Q  0.15901E-03    Variance Obs Q  0.61233E-08
     Error Variance 0.11284E-08
